"";"nsd_id";"last_name";"first_name";"start";"end";"rc_source";"rc_desc";"rc_from";"rc_date";"dismis_note";"extra_note";"post";"X"
"23";605;"Oftedal";"Sven";"1945-11-05";"1948-05-18";NA;NA;NA;NA;"Died in his leave of absence";"";"Sosialminister";NA
"24";807;"Torp";"Oscar Fredrik";"1945-11-05";"1948-01-06";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619470305AR00100&serviceId=2";"Torp orders a vote of confidence over recovery questions";"Vote of confidence";"1947-05-03";"";"";"Forsyning- og gjenreisningsminister";NA
"25";807;"Torp";"Oscar Fredrik";"1945-11-05";"1948-01-06";"http://web.retriever-info.com/services/archive/displayPDF?method=&pdfUrl=%2FproxyTest%2F%3Fid%3D055016194703063Yq6Zl4f8hRs0NV7x726xLc810020101010a%26x%3Df4713cea071312b7960377f86835195f&documentId=05501619470306AR00700&serviceId=2&pdf.doResize=false";"MP Utheim asked for Torp's dismissal over the question of economic recovery after the war";"Opposition";"1947-03-06";"";"";"Forsyning- og gjenreisningsminister";NA
"26";807;"Torp";"Oscar Fredrik";"1945-11-05";"1948-01-06";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619470624AR00105&serviceId=2";"Speculations over his dismissal after resent struggles with parliament";"Newspaper";"1947-06-24";"";"";"Forsyning- og gjenreisningsminister";NA
"27";462;"Lange";"Halvard Manthey";"1946-02-02";"1950-01-10";NA;NA;NA;NA;"";"";"Utenriksminister";NA
"28";465;"Langhelle";"Nils";"1946-12-22";"1950-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619471025AR00100&serviceId=2";"MP Oftedal demands Langhelle's resignation if the airport at Sola is not saved";"Opposition";"1947-10-25";"";"";"Samferdselsminister";NA
"29";95;"Brofoss";"Erik";"1947-12-06";"1950-01-10";NA;NA;NA;NA;"";"";"Handelsminister";NA
"30";177;"Evensen";"Lars Samuel Myhrer";"1947-12-06";"1950-01-10";NA;NA;NA;NA;"";"";"Industriminister";NA
"31";536;"Meisdalshagen";"Olav";"1947-12-06";"1950-01-10";NA;NA;NA;NA;"";"";"Finansminister";NA
"32";607;"Oksvik";"Olav Berntsen";"1947-12-06";"1948-03-06";NA;NA;NA;NA;"No reason given for his dismissal";"";"Landbruksminister";NA
"33";360;"Hønsvald";"Nils";"1948-01-06";"1950-01-10";NA;NA;NA;NA;"";"";"Forsyning- og gjenreisningsminister";NA
"34";190;"Fjeld";"Kristian";"1948-03-06";"1950-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619480305AR00203&serviceId=2";"No thourogh description. It states that Evensen is one of the ministers under fire in the current government";"Newspaper";"1948-03-05";"";"";"Landbruksminister";NA
"35";909;"Aasland";"Aaslaug";"1948-05-18";"1950-01-10";NA;NA;NA;NA;"";"";"Sosialminister";NA
"36";549;"Moen";"Lars Magnus";"1948-06-28";"1950-01-10";NA;NA;NA;NA;"";"";"Kirke- og undervisningsminister";NA
"37";610;"Olsen";"Johan Ulrik";"1948-12-20";"1950-01-10";NA;NA;NA;NA;"";"";"Kommunalminister";NA
"38";909;"Aasland";"Aaslaug";"1950-01-11";"1951-11-18";NA;NA;NA;NA;"";"";"Sosialminister";NA
"39";95;"Brofoss";"Erik";"1950-01-11";"1951-11-18";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619510706AR00208&serviceId=2";"Brofoss asks for a vote of confidence over a question on national debt";"Vote of confidence";"1951-06-07";"";"";"Handelsminister";NA
"40";95;"Brofoss";"Erik";"1950-01-11";"1951-11-18";"http://web.retriever-info.com/services/archive/displayPDF?method=&pdfUrl=%2FproxyTest%2F%3Fid%3D055016195111142ObBiU1i00qs3D6xRw3P59zi10020101060a%26x%3D0dc288f3037ce485041d74bed5770e64&documentId=05501619511114AR00600&serviceId=2&pdf.doResize=false";"In relation to Gerhardsen's resignation as PM, papers are speculation that Brofoss should follow him out of office";"Newspaper";"1951-11-14";"";"";"Handelsminister";NA
"41";122;"Carlsen";"Reidar";"1950-01-11";"1951-11-18";NA;NA;NA;NA;"";"";"Fiskeriminister";NA
"42";177;"Evensen";"Lars Samuel Myhrer";"1950-01-11";"1951-06-29";NA;NA;NA;NA;"Got sick and hospitalized";"";"Industriminister";NA
"43";190;"Fjeld";"Kristian";"1950-01-11";"1951-11-18";NA;NA;NA;NA;"";"";"Landbruksminister";NA
"44";228;"Gerhardsen";"Einar Henry";"1950-01-11";"1951-11-18";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619510413AR00200&serviceId=2";"A proposal from the opposition is seen as a call for the resigantion of the government";"Opposition";"1951-04-13";"";"";"Statsminister";NA
"45";260;"Gundersen";"Oscar Christian";"1950-01-11";"1951-11-18";NA;NA;NA;NA;"";"";"Justisminister";NA
"46";299;"Hauge";"Jens Christian";"1950-01-11";"1951-11-18";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619510629AR00400&serviceId=2";"In a parliamentary session, MP Leirfall asks for Hauges resignation over a  militart personell issue";"Opposition";"1951-06-29";"";"";"Forsvarsminister";NA
"47";299;"Hauge";"Jens Christian";"1950-01-11";"1951-11-18";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619510711AR00203&serviceId=2";"Huge is described as imature for his position";"Newspaper";"1951-11-07";"";"";"Forsvarsminister";NA
"48";299;"Hauge";"Jens Christian";"1950-01-11";"1951-11-18";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619510709AR00202&serviceId=2";"Hauge is implisitly asked to resign, because he has too many scalps in his buckle";"Newspaper";"1951-09-07";"";"";"Forsvarsminister";NA
"49";299;"Hauge";"Jens Christian";"1950-01-11";"1951-11-18";"http://web.retriever-info.com/services/archive/displayPDF?method=&pdfUrl=%2FproxyTest%2F%3Fid%3D055016195111142ObBiU1i00qs3D6xRw3P59zi10020101060a%26x%3D0dc288f3037ce485041d74bed5770e64&documentId=05501619511114AR00600&serviceId=2&pdf.doResize=false";"In relation to Gerhardsen's resignation as PM, papers are speculation that Hauge should follow him out of office";"Newspaper";"1951-11-14";"";"";"Forsvarsminister";NA
"50";299;"Hauge";"Jens Christian";"1950-01-11";"1951-11-18";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619511116AR00200&serviceId=2";"Is reported to be pressured out of the cabinet in relation to the Torp transaction";"Newspaper";"1951-11-16";"";"";"Forsvarsminister";NA
"51";360;"Hønsvald";"Nils";"1950-01-11";"1950-09-14";NA;NA;NA;NA;"";"";"Forsyning- og gjenreisningsminister";NA
"52";462;"Lange";"Halvard Manthey";"1950-01-11";"1951-11-18";NA;NA;NA;NA;"";"";"Utenriksminister";NA
"53";465;"Langhelle";"Nils";"1950-01-11";"1951-11-18";NA;NA;NA;NA;"";"";"Arbeidsminister";NA
"54";536;"Meisdalshagen";"Olav";"1950-01-11";"1951-11-18";NA;NA;NA;NA;"";"";"Finansminister";NA
"55";549;"Moen";"Lars Magnus";"1950-01-11";"1951-11-18";NA;NA;NA;NA;"";"";"Kirke- og undervisningsminister";NA
"56";610;"Olsen";"Johan Ulrik";"1950-01-11";"1951-11-18";NA;NA;NA;NA;"";"";"Kommunalminister";NA
"57";137;"Drogseth";"Arne Gulbrand";"1951-06-29";"1951-11-11";NA;NA;NA;NA;"Drogseth was the temporary replacement of Evensen";"";"Industriminister";NA
"58";177;"Evensen";"Lars Samuel Myhrer";"1951-11-11";"1951-11-18";NA;NA;NA;NA;"Return after sick leave";"";"Industriminister";NA
"59";909;"Aasland";"Aaslaug";"1951-11-19";"1953-11-02";NA;NA;NA;NA;"No reason given for her dismissal";"";"Sosialminister";NA
"60";84;"Bratteli";"Trygve Martin";"1951-11-19";"1954-01-10";NA;NA;NA;NA;"";"";"Finansminister";NA
"61";95;"Brofoss";"Erik";"1951-11-19";"1954-01-10";NA;NA;NA;NA;"";"";"Handelsminister";NA
"62";177;"Evensen";"Lars Samuel Myhrer";"1951-11-19";"1953-05-18";NA;NA;NA;NA;"Leave of absence";"";"Industriminister";NA
"63";260;"Gundersen";"Oscar Christian";"1951-11-19";"1952-12-20";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619521002AR00102&serviceId=2";"Gundersen is reported to soon be leaving office, but denies the claim a week later";"Newspaper";"1952-02-10";"Said he was tired and had thought about quitting for a while (was part of the cabinet since 1945)";"";"Justisminister";NA
"64";299;"Hauge";"Jens Christian";"1951-11-19";"1952-01-05";NA;NA;NA;NA;"Hauges dismissal was well known to come at the start of the year as a consequence of the PM switch";"";"Forsvarsminister";NA
"65";342;"Holt";"Peder Ragnar";"1951-11-19";"1954-01-10";NA;NA;NA;NA;"";"";"Fiskeriminister";NA
"66";462;"Lange";"Halvard Manthey";"1951-11-19";"1954-01-10";NA;NA;NA;NA;"";"";"Utenriksminister";NA
"67";465;"Langhelle";"Nils";"1951-11-19";"1952-01-05";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619511220AR00200&serviceId=2";"From the bat, Langhelle is described as unfit for the position as minister of defense. Mostly, the reason is that he has been weak as Minister of Transport and Communications.";"Newspaper";"1951-12-20";"";"";"Samferdselsminister";NA
"68";549;"Moen";"Lars Magnus";"1951-11-19";"1953-12-09";NA;NA;NA;NA;"Seems to have been sick for a long time. A stroke was recorded in August.";"";"Kirke- og undervisningsminister";NA
"69";589;"Nordbø";"Rasmus Mathias";"1951-11-19";"1954-01-10";NA;NA;NA;NA;"";"";"Landbruksminister";NA
"70";610;"Olsen";"Johan Ulrik";"1951-11-19";"1954-01-10";NA;NA;NA;NA;"";"";"Kommunalminister";NA
"71";807;"Torp";"Oscar Fredrik";"1951-11-19";"1954-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619530423AR00600&serviceId=2";"Vote of no confidence from Liberals and Agrarians";"Opposition";"1953-04-23";"";"";"Statsminister";NA
"72";465;"Langhelle";"Nils";"1952-01-05";"1954-01-10";NA;NA;NA;NA;"";"";"Forsvarsminister";NA
"73";633;"Pettersen";"Jakob Martin";"1952-01-05";"1954-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619530713AR00100&serviceId=2";"Saw a parliamentary decision as a vote of no confidence in relation to the Østenrute case";"Opposition";"1953-07-13";"";"";"Samferdselsminister";NA
"74";426;"Knudsen";"Kai Birger";"1952-12-20";"1954-01-10";NA;NA;NA;NA;"";"";"Justisminister";NA
"75";177;"Evensen";"Lars Samuel Myhrer";"1953-09-15";"1953-11-02";NA;NA;NA;NA;"";"";"Industriminister";NA
"76";283;"Handal";"Nils Kristoffer";"1953-11-02";"1954-01-10";NA;NA;NA;NA;"";"";"Industriminister";NA
"77";697;"Seweriin";"Rakel";"1953-11-02";"1954-01-10";NA;NA;NA;NA;"";"";"Sosialminister";NA
"78";50;"Bergersen";"Birger Martin";"1953-12-09";"1954-01-10";NA;NA;NA;NA;"";"";"Kirke- og undervisningsminister";NA
"79";50;"Bergersen";"Birger Martin";"1954-01-11";"1955-01-21";NA;NA;NA;NA;"";"";"Kirke- og undervisningsminister";NA
"80";84;"Bratteli";"Trygve Martin";"1954-01-11";"1955-01-21";NA;NA;NA;NA;"";"";"Finansminister";NA
"81";95;"Brofoss";"Erik";"1954-01-11";"1954-06-02";NA;NA;NA;NA;"Brofoss wanted to leave the cabinet from the start, but a replacement was hard to come by. Eventually he was given leave";"";"Handelsminister";NA
"82";283;"Handal";"Nils Kristoffer";"1954-01-11";"1955-01-21";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619541123AR01000&serviceId=2";"A vote of no confidence is raised towards Handal for his handeling of the crisis in Aura.";"Opposition";"1954-11-23";"";"";"Industriminister";NA
"83";283;"Handal";"Nils Kristoffer";"1954-01-11";"1955-01-21";"http://web.retriever-info.com/services/archive/displayPDF?method=&pdfUrl=%2FproxyTest%2F%3Fid%3D055016195412040aLDlb3wQKjo0or5K50Tv3Aw10020101070g%26x%3D2318155f9bd20808540d8e673d56fcc5&documentId=05501619541204AR00100&serviceId=2&pdf.doResize=false";"The paper describes Handal sa a weak minister, especially after the handeling of Aura";"Newspaper";"1954-04-12";"";"";"Industriminister";NA
"84";342;"Holt";"Peder Ragnar";"1954-01-11";"1955-01-21";NA;NA;NA;NA;"";"";"Fiskeriminister";NA
"85";426;"Knudsen";"Kai Birger";"1954-01-11";"1954-06-15";NA;NA;NA;NA;"Reshuffle";"";"Justisminister";NA
"86";462;"Lange";"Halvard Manthey";"1954-01-11";"1955-01-21";NA;NA;NA;NA;"";"";"Utenriksminister";NA
"87";465;"Langhelle";"Nils";"1954-01-11";"1954-06-15";NA;NA;NA;NA;"";"";"Forsvarsminister";NA
"88";589;"Nordbø";"Rasmus Mathias";"1954-01-11";"1955-01-21";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619541202AR01213&serviceId=2";"It is reported that a position as head of agriculture in Sogn og Fjordane is unfilled because Nordbø is to be dismissed from the cabinet";"Newspaper";"1954-02-12";"";"";"Landbruksminister";NA
"89";610;"Olsen";"Johan Ulrik";"1954-01-11";"1955-01-21";NA;NA;NA;NA;"";"";"Kommunalminister";NA
"90";633;"Pettersen";"Jakob Martin";"1954-01-11";"1955-01-21";NA;NA;NA;NA;"";"";"Samferdselsminister";NA
"91";697;"Seweriin";"Rakel";"1954-01-11";"1955-01-21";NA;NA;NA;NA;"";"";"Sosialminister";NA
"92";807;"Torp";"Oscar Fredrik";"1954-01-11";"1955-01-21";"http://web.retriever-info.com/services/archive/displayPDF?method=&pdfUrl=%2FproxyTest%2F%3Fid%3D055016195402244Fc5900a4lio2eijB53SlFB310020101010a%26x%3Da580b2c330acc59291463a661f0bb32a&documentId=05501619540224AR00602&serviceId=2&pdf.doResize=false";"Controversies around the question of 18 months long service time in the military leads to questions around Torps cabinet";"Own party";"1954-02-24";"";"";"Statsminister";NA
"93";807;"Torp";"Oscar Fredrik";"1954-01-11";"1955-01-21";"http://web.retriever-info.com/services/archive/displayPDF?method=&pdfUrl=%2FproxyTest%2F%3Fid%3D0550161954032602QPKJ4B027i3Fp6oX3CulEJ10020101020a%26x%3Dae50f4addea87799130cf50149398239&documentId=05501619540326AR00202&serviceId=2&pdf.doResize=false";"Vote of confidence called by Torp";"Vote of confidence";"1954-03-26";"";"";"Statsminister";NA
"94";807;"Torp";"Oscar Fredrik";"1954-01-11";"1955-01-21";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619541204AR00100&serviceId=2";"Inner conflict in the Labor Party results in a statement from a party member that ""I would take my hat and leave"" if I was Torp.";"Own party";"1954-04-12";"";"";"Statsminister";NA
"95";426;"Knudsen";"Kai Birger";"1954-06-15";"1955-01-21";NA;NA;NA;NA;"";"";"Forsvarsminister";NA
"96";465;"Langhelle";"Nils";"1954-06-15";"1955-01-21";NA;NA;NA;NA;"";"";"Handelsminister";NA
"97";703;"Sjaastad";"Gustav Adolf";"1954-06-15";"1955-01-21";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619540529AR00202&serviceId=2";"Before his assignment, Sjaastad meets questions of impartiality due to his close ties with LO";"Newspaper";"1954-05-29";"";"";"Justisminister";NA
"98";703;"Sjaastad";"Gustav Adolf";"1954-06-15";"1955-01-21";"http://web.retriever-info.com/services/archive/displayPDF?method=&pdfUrl=%2FproxyTest%2F%3Fid%3D055016195412040aLDlb3wQKjo0or5K50Tv3Aw10020101070g%26x%3D2318155f9bd20808540d8e673d56fcc5&documentId=05501619541204AR00100&serviceId=2&pdf.doResize=false";"Sjaastad is singled out to be dismissed and described as a ""weak link"" in the cabinet";"Newspaper";"1954-04-12";"";"";"Justisminister";NA
"99";50;"Bergersen";"Birger Martin";"1955-01-22";"1958-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619570104AR00901&serviceId=2";"No spesific reason given, but Bergersen is reported to leave office.";"Newspaper";"1957-04-01";"";"";"Kirke- og undervisningsminister";NA
"100";228;"Gerhardsen";"Einar Henry";"1955-01-22";"1958-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619561011AR00201&serviceId=2";"A vote of no confidence after the government proposes to increase the members in the Science Council from 3 to 5 members";"Opposition";"1956-10-11";"";"";"Statsminister";NA
"101";228;"Gerhardsen";"Einar Henry";"1955-01-22";"1958-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619561019AR00200&serviceId=2";"A vote of confidence from MP Leirfall over the question of price on meat";"Opposition";"1956-10-19";"";"";"Statsminister";NA
"102";228;"Gerhardsen";"Einar Henry";"1955-01-22";"1958-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619570703AR00100&serviceId=2";"A vote of no confidence pointed towards the cabinet for breaking the allocation regulations in the case of price subsidies";"Opposition";"1957-07-03";"";"";"Statsminister";NA
"103";283;"Handal";"Nils Kristoffer";"1955-01-22";"1958-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619570827AR01000&serviceId=2";"Handal is not reentered on the election list of the Labor Party in Bergen, and speculations arise on his position in the cabinet";"Own party";"1957-08-27";"";"";"Forsvarsminister";NA
"104";283;"Handal";"Nils Kristoffer";"1955-01-22";"1958-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619580109AR01203&serviceId=2";"The paper ""Vårt Land"" demands Handals head on a plate for his weak administrative handeling.";"Newspaper";"1958-01-09";"";"";"Forsvarsminister";NA
"105";299;"Hauge";"Jens Christian";"1955-01-22";"1955-11-01";NA;NA;NA;NA;"Withdrew from his position after being defeted on a proposal in parliament";"";"Justisminister";NA
"106";462;"Lange";"Halvard Manthey";"1955-01-22";"1957-08-23";NA;NA;NA;NA;"Leave of absence";"";"Utenriksminister";NA
"107";481;"Lid";"Mons";"1955-01-22";"1956-12-28";NA;NA;NA;NA;"Lid was highly regarder, but resigned for healt reasons. He also had some controversies with PM Gerhardsen";"";"Finansminister";NA
"108";516;"Lysø";"Nils Kristian";"1955-01-22";"1958-01-10";NA;NA;NA;NA;"";"";"Fiskeriminister";NA
"109";536;"Meisdalshagen";"Olav";"1955-01-22";"1956-05-14";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619551118AR00806&serviceId=2";"Morgenbladet is reported to belive that Meisdalshagen is to leave office because of inner controversies in the Labor Party";"Newspaper";"1955-11-18";"";"";"Landbruksminister";NA
"110";536;"Meisdalshagen";"Olav";"1955-01-22";"1956-05-14";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619560417AR00109&serviceId=2";"Meisdalshagen is reported to have little time left in office. His position in Norges Kooperative Lansforbund is believed to disturb his job as minister";"Newspaper";"1956-04-17";"";"";"Landbruksminister";NA
"111";610;"Olsen";"Johan Ulrik";"1955-01-22";"1958-01-10";NA;NA;NA;NA;"";"";"Kommunalminister";NA
"112";697;"Seweriin";"Rakel";"1955-01-22";"1955-08-01";NA;NA;NA;NA;"";"";"Sosialminister";NA
"113";703;"Sjaastad";"Gustav Adolf";"1955-01-22";"1958-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619551207AR00201&serviceId=2";"Sjaastad asks for a vote of confidence in parliament";"Vote of confidence";"1955-12-07";"";"";"Industriminister";NA
"114";703;"Sjaastad";"Gustav Adolf";"1955-01-22";"1958-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619580107AR01001&serviceId=2";"The paper reports that it is likely that Sjaastad will not be a part of the new cabinet";"Newspaper";"1958-01-07";"";"";"Industriminister";NA
"115";709;"Skaug";"Arne";"1955-01-22";"1958-01-10";NA;NA;NA;NA;"";"";"Handelsminister";NA
"116";835;"Varmann";"Kolbjørn Sigurd Verner";"1955-01-22";"1958-01-10";NA;NA;NA;NA;"";"";"Samferdselsminister";NA
"117";64;"Bjerkholt";"Aase Ingerid Nathalie";"1955-08-01";"1958-01-10";NA;NA;NA;NA;"";"";"Familie- og forbruksminister";NA
"118";109;"Bråthen";"Gunnar";"1955-08-01";"1958-01-10";NA;NA;NA;NA;"";"";"Prisminister";NA
"119";296;"Harlem";"Gudmund";"1955-08-01";"1958-01-10";NA;NA;NA;NA;"";"";"Sosialminister";NA
"120";303;"Haugland";"Jens";"1955-11-01";"1958-01-10";NA;NA;NA;NA;"";"";"Justisminister";NA
"121";518;"Løbak";"Harald";"1956-05-14";"1958-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619571214AR01107&serviceId=2";"The paper argues that Løbak has made a bad figure, and is not seen as the right man for the job";"Newspaper";"1957-12-14";"";"";"Landbruksminister";NA
"122";518;"Løbak";"Harald";"1956-05-14";"1958-01-10";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619580107AR01001&serviceId=2";"Løbak is described as administratively weak, and his probable dismissal announced";"Newspaper";"1958-01-07";"";"";"Landbruksminister";NA
"123";84;"Bratteli";"Trygve Martin";"1956-12-28";"1958-01-10";NA;NA;NA;NA;"";"";"Finansminister";NA
"124";462;"Lange";"Halvard Manthey";"1957-10-15";"1958-01-10";NA;NA;NA;NA;"";"";"Utenriksminister";NA
"125";50;"Bergersen";"Birger Martin";"1958-01-11";"1960-04-23";NA;NA;NA;NA;"Asked to be relieved";"";"Kirke- og undervisningsminister";NA
"126";64;"Bjerkholt";"Aase Ingerid Nathalie";"1958-01-11";"1961-09-30";NA;NA;NA;NA;"";"";"Familie- og forbruksminister";NA
"127";109;"Bråthen";"Gunnar";"1958-01-11";"1959-04-09";NA;NA;NA;NA;"";"";"Familie- og forbruksminister";NA
"128";84;"Bratteli";"Trygve Martin";"1958-01-11";"1960-04-23";NA;NA;NA;NA;"";"";"Finansminister";NA
"129";228;"Gerhardsen";"Einar Henry";"1958-01-11";"1961-09-30";"http://web.retriever-info.com/services/archive/displayPDF?documentId=05501619590305AR00900&serviceId=2";"Vote of no confidence towards the cabinet for selling wepons to Cuba";"Opposition";"1959-03-05";"";"";"Statsminister";NA
